,polarity,subjectivity
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
president droupadi murmu inaugurated new campus indian institute information technology dharwad dh ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
congratulations droupadi murmu madam inaugurate indian institute information technology ,0,0
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0,0
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt mord_goi cell filled concrete effectively utilizes waste plastic amp reuses combination concrete technology developed i ,0.2,0.433333333
,,
rt airnewsalerts president droupadimurmu inaugurates new campus indian institute information technology dharwad karnataka ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0,0
,,
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0,0
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0,0
,,
rt airnewsalerts president droupadimurmu inaugurates new campus indian institute information technology dharwad karnataka ,0.136363636,0.454545455
,,
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0,0
,,
rt airnewsalerts president droupadimurmu inaugurates new campus indian institute information technology dharwad karnataka ,0.136363636,0.454545455
,,
rt airnewsalerts president droupadimurmu inaugurates new campus indian institute information technology dharwad karnataka ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0,0
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0,0
,,
rt nlcee_in nlceetopper really great experience embracing art photography iit indian institute technology g ,0.8,0.75
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt airnewsalerts president droupadimurmu inaugurates new campus indian institute information technology dharwad karnataka ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
president droupadimurmu inaugurates new campus indian institute information technology dharwad karnat ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
